date,Wheat,Coffe,Corn
20110506,7.595,2.8755,6.8625
20110509,7.905,2.874,7.075
20110510,7.9875,2.826,7.0725
20110511,7.59,2.7315,6.7725
20110512,7.355,2.7495,6.805
20110513,7.2775,2.694,6.82
20110516,7.365,2.641,6.975
20110517,7.64,2.661,7.2025
20110518,8.17,2.7005,7.4975
20110519,8.12,2.637,7.4825
20110520,8.065,2.5915,7.595
20110523,8.03,2.6255,7.54
20110524,7.7975,2.612,7.3325
20110525,7.965,2.6485,7.4225
20110526,8.145,2.656,7.455
20110527,8.1975,2.637,7.585
20110531,7.8225,2.646,7.475
20110601,7.5925,2.5595,7.585
20110602,7.6975,2.6125,7.665
20110603,7.7375,2.7095,7.54
20110606,7.44,2.605,7.32
20110607,7.3375,2.63,7.365
20110608,7.48,2.6385,7.64
20110609,7.45,2.668,7.855
20110610,7.5925,2.6495,7.87
20110613,7.43,2.6745,7.825
20110614,7.3125,2.6925,7.555
20110615,7.085,2.6265,7.2575
20110616,6.7325,2.579,7.015
20110617,6.7225,2.4955,7.0025
20110620,6.5925,2.436,7.005
20110621,6.7425,2.435,7.075
20110622,6.3825,2.4375,6.775
20110623,6.49,2.477,6.805
20110624,6.3575,2.49,6.7
20110627,6.2835,2.5033,6.5745
20110628,6.5285,2.583,6.778
20110629,6.6105,2.6052,6.86
20110630,6.0835,2.6555,6.442
20110701,6.1225,2.6365,6.0675
20110705,6.355,2.696,6.255
20110706,6.27,2.675,6.1875
20110707,6.345,2.686,6.25
20110708,6.5125,2.633,6.4225
20110711,6.3925,2.5905,6.43
20110712,6.72,2.5785,6.64
20110713,7.145,2.6395,6.8675
20110714,7.07,2.5835,6.9075
20110715,6.9475,2.5355,7.0125
20110718,6.895,2.482,6.9625
20110719,6.935,2.4385,6.98
20110720,6.97,2.434,6.88
20110721,6.7725,2.408,6.7925
20110722,6.9225,2.415,6.9
20110725,6.885,2.429,6.7875
20110726,6.94,2.4495,6.8975
20110727,7.0475,2.412,6.915
20110728,6.9325,2.3865,6.8225
20110729,6.725,2.3955,6.655
20110801,6.765,2.4135,6.8125
20110802,7.18,2.432,7.1125
20110803,7.105,2.419,7.06
20110804,6.8175,2.3585,6.9375
20110805,6.79,2.38,6.93
20110808,6.565,2.342,6.7525
20110809,6.7175,2.3475,6.7825
20110810,6.85,2.3485,6.78
20110811,7.0125,2.4085,7.025
20110812,7.025,2.4035,7.0175
20110815,7.125,2.457,7.0725
20110816,7.2475,2.5155,7.14
20110817,7.275,2.632,7.115
20110818,7.0775,2.648,6.99
20110819,7.3075,2.6615,7.11
20110822,7.355,2.647,7.205
20110823,7.5725,2.6885,7.3025
20110824,7.4925,2.725,7.3175
20110825,7.5725,2.7465,7.3225
20110826,7.692,2.7896,7.554
20110829,7.7235,2.8475,7.6175
20110830,7.7455,2.87,7.7055
20110831,7.8225,2.8842,7.655
20110901,7.61,2.8975,7.385
20110902,7.755,2.8805,7.6
20110906,7.6,2.8095,7.5575
20110907,7.515,2.845,7.48
20110908,7.38,2.841,7.34
20110909,7.2975,2.7,7.365
20110912,7.2725,2.7095,7.455
20110913,7.02,2.703,7.23
20110914,7.045,2.657,7.2425
20110915,6.96,2.6055,7.01
20110916,6.8825,2.604,6.92
20110919,6.73,2.6205,6.9225
20110920,6.7475,2.602,6.9025
20110921,6.6675,2.5195,6.8575
20110922,6.3375,2.3925,6.5
20110923,6.4075,2.3145,6.385
20110926,6.4825,2.3595,6.48
20110927,6.5825,2.4085,6.5225
20110928,6.3875,2.335,6.3075
20110929,6.5425,2.3115,6.325
20110930,6.0925,2.289,5.925
20111003,6.195,2.2345,5.925
20111004,6.04,2.2655,5.8775
20111005,6.2525,2.277,6.055
20111006,6.16,2.344,6.055
20111007,6.075,2.2435,6
20111010,6.115,2.263,6.05
20111011,6.6075,2.234,6.45
20111012,6.2675,2.2945,6.4075
20111013,6.18,2.3765,6.3825
20111014,6.2275,2.3955,6.4
20111017,6.2425,2.34,6.405
20111018,6.2525,2.315,6.44
20111019,6.195,2.3615,6.385
20111020,6.3075,2.3165,6.495
20111021,6.32,2.4485,6.4925
20111024,6.425,2.508,6.51
20111025,6.3625,2.3655,6.5075
20111026,6.195,2.337,6.3725
20111027,6.44,2.346,6.515
20111028,6.445,2.3515,6.55
20111031,6.2825,2.2695,6.47
20111101,6.3,2.2365,6.5425
20111102,6.235,2.24,6.45
20111103,6.36,2.268,6.535
20111104,6.3675,2.302,6.5575
20111107,6.3875,2.33,6.5325
20111108,6.57,2.296,6.605
20111109,6.43,2.302,6.56
20111110,6.2,2.3,6.455
20111111,6.1675,2.3395,6.385
20111114,6.1575,2.3095,6.335
20111115,6.3275,2.395,6.455
20111116,6.1675,2.3575,6.4275
20111117,5.925,2.3215,6.145
20111118,5.9825,2.342,6.1025
20111121,5.915,2.322,5.9775
20111122,5.94,2.329,5.99
20111123,5.7925,2.316,5.8875
20111125,5.774,2.3019,5.84
20111128,5.8205,2.2594,5.9445
20111129,6.074,2.2663,6.025
20111130,6.1035,2.3628,6.0665
20111201,6.1425,2.357,6.015
20111202,6.255,2.2955,5.9525
20111205,6.115,2.364,5.91
20111206,6.13,2.3575,5.965
20111207,6.005,2.2985,5.9275
20111208,5.97,2.2865,6.0025
20111209,5.96,2.2775,5.9425
20111212,5.9425,2.2105,5.94
20111213,6.005,2.2295,5.945
20111214,5.8075,2.18,5.8075
20111215,5.7925,2.1775,5.79
20111216,5.8375,2.151,5.83
20111219,5.9975,2.1945,6.01
20111220,6.0775,2.228,6.07
20111221,6.17,2.199,6.165
20111222,6.2175,2.214,6.175
20111223,6.22,2.1965,6.195
20111227,6.4475,2.2285,6.3325
20111228,6.5125,2.2675,6.425
20111229,6.4525,2.2425,6.38
20111230,6.5275,2.2685,6.465
20120103,6.57,2.272,6.585
20120104,6.5,2.267,6.585
20120105,6.2925,2.1955,6.435
20120106,6.2475,2.2175,6.435
20120109,6.4175,2.2185,6.52
20120110,6.3975,2.2595,6.52
20120111,6.41,2.349,6.515
20120112,6.05,2.339,6.115
20120113,6.0225,2.2525,5.995
20120117,6.0475,2.2515,6.04
20120118,5.9225,2.2485,5.935
20120119,6.0575,2.2665,6.06
20120120,6.105,2.254,6.115
20120123,6.1975,2.1945,6.2
20120124,6.335,2.2045,6.3025
20120125,6.4125,2.172,6.345
20120126,6.535,2.197,6.345
20120127,6.4725,2.1735,6.4175
20120130,6.4475,2.166,6.3175
20120131,6.66,2.1505,6.39
20120201,6.7425,2.141,6.42
20120202,6.6275,2.156,6.43
20120203,6.6075,2.1595,6.445
20120206,6.685,2.188,6.4425
20120207,6.6225,2.2095,6.4225
20120208,6.6075,2.2005,6.425
20120209,6.46,2.16,6.37
20120210,6.3,2.153,6.3175
20120213,6.4125,2.123,6.395
20120214,6.35,2.042,6.335
20120215,6.26,2.004,6.27
20120216,6.2875,1.993,6.3625
20120217,6.44,2.0005,6.4175
20120221,6.33,2.0465,6.295
20120222,6.445,2.0075,6.3825
20120223,6.4175,2.02,6.395
20120224,6.4105,2.0332,6.414
20120227,6.4855,2.0451,6.461
20120228,6.6585,2.0621,6.5575
20120229,6.6725,2.0323,6.577
20120301,6.64,2.041,6.54
20120302,6.745,2.018,6.55
20120305,6.72,2.017,6.6075
20120306,6.5775,1.9305,6.54
20120307,6.3925,1.886,6.3875
20120308,6.3475,1.894,6.355
20120309,6.43,1.862,6.45
20120312,6.5125,1.8485,6.595
20120313,6.49,1.8615,6.62
20120314,6.4375,1.836,6.5875
20120315,6.6475,1.853,6.69
20120316,6.72,1.8235,6.73
20120319,6.5225,1.835,6.635
20120320,6.425,1.836,6.475
20120321,6.3625,1.847,6.42
20120322,6.4625,1.7695,6.445
20120323,6.5425,1.7875,6.465
20120326,6.595,1.788,6.3775
20120327,6.3975,1.8735,6.3075
20120328,6.3075,1.82,6.2025
20120329,6.125,1.7645,6.04
20120330,6.6075,1.8245,6.44
20120402,6.57,1.862,6.55
20120403,6.58,1.8535,6.5825
20120404,6.3925,1.8475,6.5675
20120405,6.385,1.83,6.5825
20120409,6.43,1.7805,6.49
20120410,6.2575,1.7815,6.3475
20120411,6.28,1.8065,6.36
20120412,6.3925,1.829,6.375
20120413,6.235,1.792,6.2925
20120416,6.1625,1.747,6.2325
20120417,6.155,1.7305,6.1675
20120418,6.1075,1.7265,6.0175
20120419,6.2475,1.7365,6.21
20120420,6.1575,1.777,6.125
20120423,6.25,1.777,6.225
20120424,6.245,1.825,6.1825
20120425,6.185,1.7611,6.09
20120426,6.298,1.7516,6.174
20120427,6.469,1.759,6.365
20120430,6.5315,1.7923,6.3945
20120501,6.43,1.8415,6.29
20120502,6.145,1.8275,6.115
20120503,6.155,1.758,6.145
20120504,6.095,1.746,6.2025
20120507,6.12,1.752,6.2
20120508,6.15,1.7495,6.23
20120509,6,1.7505,6.0725
20120510,6.0125,1.7865,5.875
20120511,5.97,1.7715,5.81
20120514,5.9825,1.7795,5.83
20120515,6.085,1.784,5.9725
20120516,6.3875,1.78,6.2
20120517,6.5775,1.801,6.25
20120518,6.9525,1.7915,6.355
20120521,7.04,1.7515,6.33
20120522,6.855,1.745,5.97
20120523,6.655,1.669,6.035
20120524,6.63,1.669,5.785
20120525,6.8,1.678,5.785
20120529,6.5675,1.654,5.625
20120530,6.5375,1.644,5.595
20120531,6.4375,1.6065,5.5525
20120601,6.1225,1.575,5.515
20120604,6.2775,1.5845,5.68
20120605,6.1325,1.562,5.675
20120606,6.2425,1.559,5.8625
20120607,6.4175,1.5665,5.94
20120608,6.3025,1.556,5.98
20120611,6.305,1.551,5.92
20120612,6.16,1.542,5.84
20120613,6.16,1.525,5.925
20120614,6.235,1.492,6.015
20120615,6.095,1.5005,5.795
20120618,6.3025,1.4955,5.995
20120619,6.495,1.566,6.125
20120620,6.64,1.5075,6.1175
20120621,6.6175,1.5775,5.865
20120622,6.7325,1.5515,5.91
20120625,7.2425,1.587,6.31
20120626,7.326,1.6547,6.407
20120627,7.397,1.6464,6.407
20120628,7.38,1.6303,6.3655
20120629,7.536,1.7058,6.373
20120702,7.725,1.746,6.5225
20120703,7.9925,1.8045,6.74
20120705,8.38,1.8035,7.0875
20120706,8.0625,1.7645,6.9525
20120709,8.2825,1.8235,7.32
20120710,8.2125,1.845,7.185
20120711,8.2625,1.847,7.04
20120712,8.4675,1.8205,7.3125
20120713,8.4775,1.861,7.405
20120716,8.845,1.8395,7.7675
20120717,8.85,1.8185,7.795
20120718,9.0325,1.8215,7.95
20120719,9.35,1.8895,8.0775
20120720,9.4325,1.8695,8.245
20120723,9.1275,1.851,8.14
20120724,8.7875,1.7545,7.9
20120725,9.0325,1.763,7.945
20120726,8.84,1.7405,7.8125
20120727,8.98,1.737,7.985
20120730,9.145,1.7835,8.2
20120731,8.8825,1.744,8.065
20120801,8.795,1.746,8.005
20120802,8.65,1.7165,7.94
20120803,8.9125,1.738,8.1
20120806,8.9325,1.755,8.03
20120807,8.89,1.7265,7.96
20120808,8.9925,1.705,8.1075
20120809,9.13,1.6645,8.1825
20120810,8.8525,1.6625,8
20120813,8.5675,1.641,7.8275
20120814,8.3975,1.6305,7.7975
20120815,8.4675,1.619,7.94
20120816,8.6175,1.5885,7.9775
20120817,8.745,1.603,7.985
20120820,8.795,1.612,8.1525
20120821,9.005,1.6065,8.3125
20120822,8.965,1.5895,8.3025
20120823,8.745,1.6025,8.0875
20120824,8.675,1.626,8.0225
20120827,8.62,1.6705,7.945
20120828,8.589,1.6779,7.907
20120829,8.936,1.665,8.1155
20120830,8.952,1.6324,8.097
20120831,8.856,1.6471,8.0035
20120904,8.8875,1.653,8.05
20120905,8.6775,1.606,7.9075
20120906,8.9175,1.582,7.985
20120907,9.05,1.6305,7.995
20120910,8.8975,1.7365,7.8325
20120911,8.8375,1.7755,7.7775
20120912,8.9,1.775,7.695
20120913,9.02,1.7885,7.7375
20120914,9.2425,1.811,7.82
20120917,8.78,1.7565,7.48
20120918,8.635,1.775,7.4
20120919,8.815,1.744,7.565
20120920,8.795,1.686,7.46
20120921,8.9725,1.733,7.4825
20120924,8.92,1.723,7.4475
20120925,8.865,1.7365,7.4375
20120926,8.6925,1.6945,7.2475
20120927,8.555,1.743,7.1625
20120928,9.025,1.735,7.5625
20121001,8.8425,1.7805,7.5675
20121002,8.715,1.8365,7.5825
20121003,8.73,1.8105,7.5675
20121004,8.6925,1.7505,7.57
20121005,8.575,1.681,7.48
20121008,8.61,1.691,7.42
20121009,8.6425,1.653,7.42
20121010,8.6975,1.6345,7.3675
20121011,8.86,1.6075,7.7325
20121012,8.5675,1.617,7.5275
20121015,8.4825,1.6085,7.3725
20121016,8.4775,1.628,7.3825
20121017,8.5625,1.615,7.455
20121018,8.685,1.586,7.6075
20121019,8.725,1.6165,7.615
20121022,8.7825,1.645,7.6125
20121023,8.6875,1.6085,7.56
20121024,8.84,1.598,7.545
20121025,8.7275,1.61,7.42
20121026,8.6375,1.5775,7.3775
20121029,8.58,1.6165,7.37
20121030,8.5675,1.572,7.4175
20121031,8.645,1.5465,7.5575
20121101,8.685,1.5345,7.51
20121102,8.645,1.547,7.395
20121105,8.66,1.509,7.355
20121106,8.77,1.506,7.41
20121107,8.94,1.512,7.4425
20121108,9.025,1.514,7.4125
20121109,8.865,1.499,7.3875
20121112,8.5775,1.5305,7.18
20121113,8.51,1.46,7.235
20121114,8.4875,1.477,7.2575
20121115,8.455,1.49,7.2125
20121116,8.38,1.473,7.27
20121119,8.4175,1.514,7.3875
20121120,8.45,1.4375,7.4325
20121121,8.4525,1.448,7.41
20121123,8.4775,1.4215,7.455
20121126,8.49,1.399,7.4725
20121127,8.761,1.4167,7.608
20121128,8.821,1.4873,7.6175
20121129,8.79,1.523,7.5585
20121130,8.5975,1.489,7.518
20121203,8.6075,1.507,7.5475
20121204,8.565,1.4835,7.52
20121205,8.6,1.491,7.5775
20121206,8.62,1.5095,7.515
20121207,8.61,1.5385,7.3725
20121210,8.4875,1.47,7.3
20121211,8.215,1.495,7.28
20121212,8.12,1.465,7.255
20121213,8.085,1.436,7.2025
20121214,8.14,1.4315,7.3075
20121217,8.08,1.4595,7.24
20121218,8.1125,1.44,7.2
20121219,8.0575,1.449,7.03
20121220,7.905,1.4295,6.965
20121221,7.92,1.466,7.02
20121224,7.9375,1.47,7.0425
20121226,7.745,1.483,6.9325
20121227,7.7225,1.479,6.915
20121228,7.7875,1.4685,6.94
20121231,7.78,1.438,6.9825
20130102,7.5525,1.494,6.9075
20130103,7.555,1.465,6.8925
20130104,7.4725,1.4735,6.8025
20130107,7.5125,1.504,6.855
20130108,7.505,1.4815,6.8875
20130109,7.455,1.479,6.9425
20130110,7.445,1.4965,6.9875
20130111,7.5475,1.5335,7.0875
20130114,7.67,1.533,7.24
20130115,7.8275,1.525,7.305
20130116,7.85,1.53,7.3125
20130117,7.8125,1.555,7.245
20130118,7.9125,1.563,7.275
20130122,7.7925,1.486,7.285
20130123,7.7475,1.504,7.2075
20130124,7.685,1.4655,7.2425
20130125,7.765,1.483,7.2075
20130128,7.7925,1.49,7.2925
20130129,7.77,1.498,7.295
20130130,7.87,1.477,7.4025
20130131,7.795,1.4695,7.405
20130201,7.65,1.4795,7.36
20130204,7.63,1.4435,7.3425
20130205,7.575,1.4405,7.29
20130206,7.615,1.421,7.225
20130207,7.56,1.403,7.1075
20130208,7.5625,1.4105,7.09
20130211,7.415,1.4015,7.0225
20130212,7.32,1.4065,6.9625
20130213,7.355,1.3875,6.955
20130214,7.32,1.38,6.9475
20130215,7.4225,1.3695,6.9875
20130219,7.3225,1.365,6.9525
20130220,7.385,1.41,7.005
20130221,7.2125,1.4175,6.9075
20130222,7.15,1.431,6.9025
20130225,7.0045,1.427,6.919
20130226,7.0785,1.4314,7.009
20130227,7.089,1.4303,7.0095
20130228,7.1315,1.4309,7.067
20130301,7.205,1.4335,7.085
20130304,7.025,1.4665,7.0325
20130305,7.06,1.4115,7.09
20130306,6.8375,1.4125,6.885
20130307,6.955,1.431,6.9125
20130308,6.97,1.4405,7.035
20130311,7,1.4375,7.1125
20130312,7.035,1.4235,7.1425
20130313,7.1,1.406,7.1025
20130314,7.2475,1.3965,7.165
20130315,7.23,1.375,7.17
20130318,7.1275,1.3435,7.2
20130319,7.22,1.331,7.285
20130320,7.36,1.336,7.325
20130321,7.2875,1.3375,7.33
20130322,7.2975,1.353,7.2625
20130325,7.2725,1.356,7.3325
20130326,7.315,1.376,7.3025
20130327,7.3675,1.366,7.3525
20130328,6.8775,1.3715,6.9525
20130401,6.64,1.384,6.4225
20130402,6.7075,1.3615,6.405
20130403,6.965,1.3945,6.415
20130404,6.94,1.395,6.3
20130405,6.99,1.4015,6.29
20130408,7.125,1.359,6.335
20130409,7.0875,1.354,6.4425
20130410,6.9675,1.3605,6.49
20130411,6.9775,1.368,6.5125
20130412,7.1475,1.3525,6.585
20130415,6.9375,1.3445,6.4675
20130416,7.035,1.3585,6.6325
20130417,7.0375,1.361,6.605
20130418,7.0275,1.389,6.445
20130419,7.09,1.4165,6.52
20130422,7.0225,1.425,6.4575
20130423,6.975,1.3755,6.385
20130424,6.9175,1.384,6.395
20130425,7.0175,1.3724,6.411
20130426,6.9025,1.3392,6.343
20130429,7.138,1.3369,6.6945
20130430,7.2915,1.3507,6.5665
20130501,7.21,1.347,6.4675
20130502,7.285,1.3945,6.62
20130503,7.21,1.409,6.6125
20130506,7.0275,1.4175,6.365
20130507,7.09,1.427,6.4
20130508,7.06,1.4415,6.33
20130509,7.235,1.479,6.4875
20130510,7.0425,1.4445,6.3625
20130513,7.0975,1.4575,6.555
20130514,7.1075,1.44,6.525
20130515,6.9375,1.4055,6.5075
20130516,6.8775,1.3985,6.415
20130517,6.8325,1.369,6.5275
20130520,6.8525,1.3515,6.495
20130521,6.805,1.327,6.4
20130522,6.885,1.2845,6.585
20130523,7.0325,1.3005,6.62
20130524,6.975,1.2725,6.5725
20130528,6.9375,1.2645,6.665
20130529,7.0275,1.276,6.65
20130530,6.9875,1.2585,6.5425
20130531,7.055,1.2705,6.62
20130603,7.0875,1.29,6.5575
20130604,7.09,1.2765,6.605
20130605,7.015,1.2745,6.6075
20130606,6.9775,1.2945,6.6325
20130607,6.9625,1.2695,6.6625
20130610,6.8975,1.2875,6.5
20130611,6.9675,1.277,6.595
20130612,6.83,1.2275,6.5075
20130613,6.855,1.237,6.435
20130614,6.8075,1.2225,6.55
20130617,6.805,1.2235,6.685
20130618,6.875,1.22,6.7325
20130619,7.07,1.2275,6.8225
20130620,7.005,1.1765,6.7325
20130621,6.98,1.187,6.6175
20130624,6.79,1.1945,6.5325
20130625,6.776,1.2031,6.407
20130626,6.71,1.1827,6.283
20130627,6.6965,1.2178,6.1025
20130628,6.559,1.2032,5.7365
20130701,6.55,1.216,5.315
20130702,6.5825,1.2435,5.33
20130703,6.65,1.214,5.3225
20130705,6.6,1.2125,5.2575
20130708,6.63,1.2345,5.3325
20130709,6.775,1.2225,5.5175
20130710,6.79,1.2165,5.5375
20130711,6.83,1.234,5.6075
20130712,6.81,1.194,5.455
20130715,6.695,1.2325,5.3625
20130716,6.695,1.2595,5.4525
20130717,6.65,1.2795,5.385
20130718,6.605,1.2755,5.41
20130719,6.645,1.227,5.44
20130722,6.5975,1.253,5.4075
20130723,6.5375,1.261,5.225
20130724,6.5325,1.2125,5.0825
20130725,6.4925,1.248,4.96
20130726,6.5025,1.2225,4.92
20130729,6.515,1.2115,4.8925
20130730,6.5525,1.203,4.955
20130731,6.6425,1.186,4.99
20130801,6.58,1.156,4.875
20130802,6.605,1.1825,4.76
20130805,6.4525,1.1965,4.6925
20130806,6.505,1.179,4.7225
20130807,6.435,1.2105,4.6825
20130808,6.4125,1.2205,4.735
20130809,6.335,1.229,4.6575
20130812,6.35,1.2345,4.72
20130813,6.2825,1.206,4.5525
20130814,6.305,1.2265,4.6475
20130815,6.375,1.2185,4.815
20130816,6.31,1.205,4.7375
20130819,6.415,1.1925,4.9325
20130820,6.3425,1.1495,4.8375
20130821,6.3875,1.135,4.98
20130822,6.305,1.132,4.875
20130823,6.345,1.1305,4.955
20130826,6.5475,1.1405,5.1575
20130827,6.5335,1.1387,4.9705
20130828,6.517,1.1614,4.9485
20130829,6.4905,1.1585,4.878
20130830,6.5185,1.1546,4.846
20130903,6.4725,1.172,4.7525
20130904,6.4625,1.1685,4.695
20130905,6.4025,1.1685,4.61
20130906,6.4775,1.1785,4.6825
20130909,6.4125,1.1805,4.635
20130910,6.465,1.1665,4.69
20130911,6.48,1.208,4.725
20130912,6.53,1.206,4.6625
20130913,6.415,1.2,4.59
20130916,6.4125,1.1925,4.565
20130917,6.43,1.1495,4.54
20130918,6.465,1.149,4.5625
20130919,6.57,1.158,4.595
20130920,6.4625,1.1465,4.51
20130923,6.535,1.1705,4.5325
20130924,6.5825,1.1785,4.4875
20130925,6.705,1.1725,4.5475
20130926,6.7825,1.1565,4.5675
20130927,6.83,1.137,4.54
20130930,6.785,1.137,4.415
20131001,6.8125,1.141,4.39
20131002,6.86,1.1445,4.39
20131003,6.8925,1.1535,4.3925
20131004,6.87,1.144,4.4325
20131007,6.9475,1.145,4.4925
20131008,6.935,1.1505,4.4175
20131009,6.905,1.1525,4.435
20131010,6.855,1.144,4.3825
20131011,6.9225,1.167,4.3325
20131014,6.925,1.17,4.37
20131015,6.8575,1.1645,4.435
20131016,6.815,1.1585,4.4275
20131017,6.86,1.147,4.43
20131018,7.0575,1.1465,4.415
20131021,6.9975,1.127,4.44
20131022,7.0075,1.1195,4.3825
20131023,7.0175,1.1055,4.4275
20131024,6.965,1.103,4.4025
20131025,6.9075,1.091,4.4
20131028,6.81,1.0755,4.3075
20131029,6.8125,1.0695,4.32
20131030,6.75,1.0685,4.3025
20131031,6.675,1.054,4.2825
20131101,6.6775,1.0555,4.2725
20131104,6.6275,1.037,4.2625
20131105,6.56,1.0345,4.25
20131106,6.5325,1.015,4.2125
20131107,6.53,1.0395,4.205
20131108,6.4975,1.0405,4.2675
20131111,6.4625,1.0325,4.3475
20131112,6.4525,1.058,4.3225
20131113,6.455,1.0305,4.2975
20131114,6.4475,1.026,4.265
20131115,6.445,1.0575,4.22
20131118,6.4225,1.0575,4.12
20131119,6.5025,1.0465,4.1775
20131120,6.4725,1.0735,4.17
20131121,6.4875,1.1045,4.23
20131122,6.495,1.071,4.2225
20131125,6.5385,1.0819,4.2605
20131126,6.503,1.0839,4.21
20131127,6.586,1.079,4.228
20131129,6.66,1.1073,4.2265
20131202,6.6175,1.099,4.245
20131203,6.6825,1.102,4.3125
20131204,6.6175,1.084,4.365
20131205,6.52,1.06,4.335
20131206,6.51,1.064,4.3425
20131209,6.505,1.061,4.38
20131210,6.3875,1.1025,4.36
20131211,6.4075,1.097,4.3925
20131212,6.3375,1.113,4.3425
20131213,6.2875,1.1525,4.255
20131216,6.2175,1.153,4.2325
20131217,6.1975,1.1415,4.2675
20131218,6.1275,1.1595,4.25
20131219,6.1075,1.1375,4.305
20131220,6.135,1.153,4.3325
20131223,6.095,1.1585,4.3425
20131224,6.0625,1.1475,4.345
20131226,6.06,1.1545,4.2625
20131227,6.09,1.1635,4.275
20131230,6.005,1.147,4.235
20131231,6.0525,1.107,4.22
20140102,5.97,1.114,4.205
20140103,6.0575,1.1635,4.235
20140106,6.0575,1.21,4.2775
20140107,6.025,1.1725,4.26
20140108,5.8875,1.209,4.17
20140109,5.8425,1.1935,4.12
20140110,5.69,1.2065,4.3275
20140113,5.735,1.1985,4.345
20140114,5.7925,1.192,4.315
20140115,5.6775,1.172,4.2575
20140116,5.7275,1.1835,4.28
20140117,5.635,1.1715,4.24
20140121,5.6225,1.162,4.25
20140122,5.6125,1.1485,4.2625
20140123,5.7,1.152,4.29
20140124,5.6525,1.144,4.295
20140127,5.635,1.1385,4.3175
20140128,5.66,1.1465,4.32
20140129,5.515,1.171,4.275
20140130,5.535,1.2,4.335
20140131,5.5575,1.252,4.34
20140203,5.6375,1.3595,4.3575
20140204,5.845,1.3625,4.4175
20140205,5.875,1.431,4.4325
20140206,5.8075,1.3575,4.43
20140207,5.775,1.357,4.4425
20140210,5.8475,1.362,4.43
20140211,5.9025,1.3715,4.415
20140212,5.87,1.4105,4.4
20140213,5.955,1.397,4.405
20140214,5.985,1.399,4.4525
20140218,6.12,1.5265,4.495
20140219,6.2025,1.7175,4.5375
20140220,6.1625,1.688,4.5575
20140221,6.0975,1.6855,4.53
20140224,6.1775,1.756,4.515
20140225,6.156,1.7577,4.5685
20140226,6.022,1.7734,4.577
20140227,5.8645,1.7908,4.519
20140228,6.016,1.802,4.623
20140303,6.315,1.9345,4.705
20140304,6.435,1.8545,4.8425
20140305,6.425,2.024,4.82
20140306,6.46,1.9555,4.91
20140307,6.54,1.9685,4.89
20140310,6.4075,2.034,4.7825
20140311,6.59,2.0565,4.8325
20140312,6.8375,2.053,4.885
20140313,6.7375,2.0595,4.85
20140314,6.8725,1.984,4.86
20140317,6.745,1.914,4.79
20140318,6.925,1.9155,4.8625
20140319,7.1575,1.855,4.8775
20140320,7.0375,1.7415,4.785
20140321,6.9325,1.7115,4.79
20140324,7.145,1.764,4.9
20140325,7.0825,1.753,4.865
20140326,6.9675,1.76,4.845
20140327,7.105,1.7635,4.92
20140328,6.955,1.806,4.92
20140331,6.975,1.779,5.02
20140401,6.855,1.7525,5.075
20140402,6.695,1.727,4.9575
20140403,6.76,1.746,5
20140404,6.695,1.85,5.0175
20140407,6.765,1.9335,4.9925
20140408,6.81,1.965,5.07
20140409,6.69,1.9985,5.0225
20140410,6.625,2.061,5.0125
20140411,6.605,2.012,4.985
20140414,6.785,2.0485,5.03
20140415,7.015,1.9215,5.0375
20140416,6.88,1.8595,4.975
20140417,6.915,2.012,4.9475
20140421,6.685,1.967,4.885
20140422,6.73,2.118,4.9625
20140423,6.76,2.1235,5.035
20140424,6.89,2.1245,5.0125
20140425,7.021,2.052,5.0815
20140428,7.035,1.9974,5.1015
20140429,7.128,2.107,5.192
20140430,7.198,2.0529,5.18
20140501,7.0725,2.0415,5.07
20140502,7.16,2.032,4.995
20140505,7.29,2.0525,5.08
20140506,7.39,2.0225,5.175
20140507,7.3775,2.01,5.14
20140508,7.3525,1.955,5.165
20140509,7.225,1.839,5.075
20140512,7.15,1.8925,4.995
20140513,7.0925,1.8695,5.0275
20140514,6.9025,1.842,4.955
20140515,6.7825,1.968,4.8425
20140516,6.7425,1.8505,4.835
20140519,6.745,1.835,4.7725
20140520,6.705,1.857,4.735
20140521,6.6425,1.814,4.745
20140522,6.5925,1.8135,4.7675
20140523,6.525,1.819,4.78
20140527,6.41,1.7935,4.6975
20140528,6.3875,1.7615,4.725
20140529,6.325,1.8195,4.695
20140530,6.2725,1.775,4.6575
20140602,6.2075,1.7235,4.655
20140603,6.125,1.7115,4.5825
20140604,6.145,1.702,4.5625
20140605,6.0575,1.6915,4.49
20140606,6.1825,1.721,4.59
20140609,6.125,1.6535,4.51
20140610,6.0125,1.6565,4.455
20140611,5.8925,1.716,4.41
20140612,5.8525,1.7195,4.44
20140613,5.86,1.737,4.47
20140616,5.81,1.7295,4.41
20140617,5.8175,1.6905,4.3875
20140618,5.87,1.6675,4.415
20140619,5.935,1.67,4.505
20140620,5.8525,1.7325,4.5325
20140623,5.7975,1.751,4.445
20140624,5.71,1.7415,4.43
20140625,5.7725,1.8037,4.3995
20140626,5.8325,1.7962,4.4125
20140627,5.9035,1.7171,4.4255
20140630,5.7495,1.7468,4.1985
20140701,5.725,1.7095,4.16
20140702,5.755,1.733,4.1225
20140703,5.795,1.718,4.095
20140707,5.5675,1.711,4.005
20140708,5.5625,1.7295,3.9825
20140709,5.5125,1.729,3.9125
20140710,5.485,1.63,3.8625
20140711,5.26,1.614,3.7825
20140714,5.3775,1.6435,3.815
